Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51,,
P665,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,3.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,3.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.33 ,1.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.24 ,0.08 
P666,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.50 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.22 ,0.11 
P667,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.18 ,0.21 
P668,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.06 ,0.06 
P669,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.10 
P670,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,2.00 ,3.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.00 ,2.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,3.00 ,0.00 ,1.00 ,2.00 ,0.00 ,3.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,0.33 ,0.00 ,0.33 ,0.33 ,0.00 ,0.33 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.67 ,0.00 ,0.33 ,0.67 ,1.00 ,0.00 ,0.00 ,0.33 ,0.67 ,0.33 ,0.67 ,0.33 ,0.00 ,0.00 ,0.67 ,0.33 ,0.00 ,0.33 ,0.33 ,0.33 ,0.00 ,0.00 ,0.33 ,0.33 ,0.00 ,0.67 ,0.67 ,1.00 ,0.00 ,0.33 ,0.67 ,0.73 ,0.25 
P671,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.50 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,0.50 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.50 ,0.50 ,0.50 ,0.00 ,1.00 ,1.00 ,0.50 ,0.00 ,0.31 ,0.17 
P672,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,1.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.50 ,0.50 ,0.18 ,0.11 
P673,1.00 ,3.00 ,1.00 ,2.00 ,3.00 ,0.00 ,6.00 ,0.00 ,0.00 ,5.00 ,0.00 ,1.00 ,4.00 ,1.00 ,5.00 ,5.00 ,4.00 ,0.00 ,2.00 ,3.00 ,2.00 ,1.00 ,3.00 ,2.00 ,1.00 ,9.00 ,2.00 ,3.00 ,1.00 ,0.00 ,5.00 ,6.00 ,3.00 ,3.00 ,3.00 ,2.00 ,6.00 ,5.00 ,3.00 ,2.00 ,0.00 ,1.00 ,5.00 ,4.00 ,4.00 ,3.00 ,8.00 ,5.00 ,4.00 ,4.00 ,7.00 ,7.00 ,0.00 ,9.00 ,0.11 ,0.33 ,0.11 ,0.22 ,0.33 ,0.00 ,0.67 ,0.00 ,0.00 ,0.56 ,0.00 ,0.11 ,0.44 ,0.11 ,0.56 ,0.56 ,0.44 ,0.00 ,0.22 ,0.33 ,0.22 ,0.11 ,0.33 ,0.22 ,0.11 ,1.00 ,0.22 ,0.33 ,0.11 ,0.00 ,0.56 ,0.67 ,0.33 ,0.33 ,0.33 ,0.22 ,0.67 ,0.56 ,0.33 ,0.22 ,0.00 ,0.11 ,0.56 ,0.44 ,0.44 ,0.33 ,0.89 ,0.56 ,0.44 ,0.44 ,0.78 ,0.78 ,2.90 ,0.34 
P674,4.00 ,4.00 ,8.00 ,7.00 ,2.00 ,6.00 ,5.00 ,3.00 ,3.00 ,8.00 ,6.00 ,3.00 ,3.00 ,6.00 ,2.00 ,7.00 ,5.00 ,6.00 ,5.00 ,8.00 ,6.00 ,4.00 ,10.00 ,9.00 ,6.00 ,15.00 ,7.00 ,2.00 ,3.00 ,7.00 ,7.00 ,3.00 ,8.00 ,7.00 ,12.00 ,7.00 ,9.00 ,7.00 ,12.00 ,9.00 ,13.00 ,5.00 ,6.00 ,12.00 ,7.00 ,12.00 ,10.00 ,9.00 ,15.00 ,9.00 ,12.00 ,20.00 ,2.00 ,20.00 ,0.11 ,0.11 ,0.33 ,0.28 ,0.00 ,0.22 ,0.17 ,0.06 ,0.06 ,0.33 ,0.22 ,0.06 ,0.06 ,0.22 ,0.00 ,0.28 ,0.17 ,0.22 ,0.17 ,0.33 ,0.22 ,0.11 ,0.44 ,0.39 ,0.22 ,0.72 ,0.28 ,0.00 ,0.06 ,0.28 ,0.28 ,0.06 ,0.33 ,0.28 ,0.56 ,0.28 ,0.39 ,0.28 ,0.56 ,0.39 ,0.61 ,0.17 ,0.22 ,0.56 ,0.28 ,0.56 ,0.44 ,0.39 ,0.72 ,0.39 ,0.56 ,1.00 ,6.94 ,0.30 
P675,2.00 ,1.00 ,4.00 ,0.00 ,2.00 ,5.00 ,5.00 ,1.00 ,3.00 ,2.00 ,1.00 ,1.00 ,1.00 ,1.00 ,8.00 ,5.00 ,0.00 ,3.00 ,6.00 ,3.00 ,6.00 ,7.00 ,5.00 ,4.00 ,4.00 ,10.00 ,7.00 ,3.00 ,5.00 ,7.00 ,4.00 ,4.00 ,1.00 ,2.00 ,3.00 ,6.00 ,4.00 ,6.00 ,6.00 ,6.00 ,4.00 ,8.00 ,7.00 ,7.00 ,6.00 ,5.00 ,5.00 ,5.00 ,7.00 ,7.00 ,5.00 ,9.00 ,0.00 ,10.00 ,0.20 ,0.10 ,0.40 ,0.00 ,0.20 ,0.50 ,0.50 ,0.10 ,0.30 ,0.20 ,0.10 ,0.10 ,0.10 ,0.10 ,0.80 ,0.50 ,0.00 ,0.30 ,0.60 ,0.30 ,0.60 ,0.70 ,0.50 ,0.40 ,0.40 ,1.00 ,0.70 ,0.30 ,0.50 ,0.70 ,0.40 ,0.40 ,0.10 ,0.20 ,0.30 ,0.60 ,0.40 ,0.60 ,0.60 ,0.60 ,0.40 ,0.80 ,0.70 ,0.70 ,0.60 ,0.50 ,0.50 ,0.50 ,0.70 ,0.70 ,0.50 ,0.90 ,4.24 ,0.44 
P676,1.00 ,1.00 ,3.00 ,2.00 ,5.00 ,4.00 ,1.00 ,7.00 ,1.00 ,2.00 ,1.00 ,0.00 ,2.00 ,2.00 ,1.00 ,3.00 ,1.00 ,3.00 ,1.00 ,1.00 ,3.00 ,4.00 ,2.00 ,6.00 ,7.00 ,6.00 ,3.00 ,5.00 ,4.00 ,1.00 ,0.00 ,4.00 ,0.00 ,4.00 ,4.00 ,1.00 ,4.00 ,6.00 ,2.00 ,3.00 ,3.00 ,3.00 ,1.00 ,5.00 ,5.00 ,3.00 ,3.00 ,3.00 ,4.00 ,3.00 ,8.00 ,10.00 ,0.00 ,10.00 ,0.10 ,0.10 ,0.30 ,0.20 ,0.50 ,0.40 ,0.10 ,0.70 ,0.10 ,0.20 ,0.10 ,0.00 ,0.20 ,0.20 ,0.10 ,0.30 ,0.10 ,0.30 ,0.10 ,0.10 ,0.30 ,0.40 ,0.20 ,0.60 ,0.70 ,0.60 ,0.30 ,0.50 ,0.40 ,0.10 ,0.00 ,0.40 ,0.00 ,0.40 ,0.40 ,0.10 ,0.40 ,0.60 ,0.20 ,0.30 ,0.30 ,0.30 ,0.10 ,0.50 ,0.50 ,0.30 ,0.30 ,0.30 ,0.40 ,0.30 ,0.80 ,1.00 ,2.88 ,0.31 
P677,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.10 
P678,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.12 ,0.12 
P679,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.50 ,0.50 ,0.00 ,0.14 ,0.09 
P680,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.02 
P681,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.12 ,0.13 
P682,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,1.00 ,0.02 ,0.04 
P683,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.06 ,0.08 
P684,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.02 
